,0,1,2
0,not_outIRQ_life_expectancy,not_outIRQ_students_enrolled_in_tertiary_education_by_education_level_programme_orientation_sex_and_nuts2,not_outIRQ_early_leavers_from_education_and_training_by_sex_percentage_nuts2
