geo	2011	2012	2013	2014	2015	2016	2017	2018	2019
TR82	4599.81	5109.69	5173.05	5082.96	5469.5	5554.92	5126.31	4364.83	4642.49
TR83	14713.27	16417.33	16422.05	15953.12	17848.82	17946.64	16782.93	13750.11	14466.79
TR90	13982.29	16003.97	16202.07	15854.72	18493.88	17605.21	16655.37	13903.27	14906.66
TRA1	5601.53	6540.69	6709.38	6351.86	6785.78	7045.02	6768.28	5600.13	5835.84
TRA2	4067.93	4700.33	4612.98	4215.69	4813.32	4971.21	4701.61	3887.26	4110.07
TRB1	8083.86	9082.6	9560.26	9105.19	9982.53	10171.94	9877.99	8296.31	8693.96
TRB2	6449.98	8200.98	7759.79	7509	8003.34	8309.77	7986.81	6903.08	7392.7
TRC1	11257.49	13546.61	14946.38	14908.18	17015.05	17015.64	16518.67	14644.85	14976.4
TRC2	11515.81	13078.78	14050.38	13221.9	14740.72	14683.24	14073.93	11638.63	12184.17
TRC3	7892.19	9077.43	9685.72	9529.04	10105.88	10092.76	10308.14	9032.84	9710.49
