geo	2011	2012	2013	2014	2015	2016	2017	2018	2019
PT30	2003.97	1792.98	1781.78	1767.39	1805.3	1874.35	1967.81	2067.29	2174.14
PTZZ	138.38	84.42	102.12	92.6	89.07	87.83	92.98	89.32	96.15
RO11	4767.36	4844.91	5182.87	5846.77	6057.63	7271.18	8673.37	9706.98	10838.98
RO12	4738.58	4785.68	5060.4	5438.78	5745.4	6900.25	8065.12	9125.05	9951.85
RO21	4164.07	4101	4305.68	4671.08	4760.67	5675.49	6830.59	7839.71	8878.32
RO22	4600.5	4464.42	4724.85	5028.35	5136.7	5735.08	6657.11	7446.18	8290.43
RO31	4892.93	4750.72	5033.22	5296.58	5510.84	6289.86	7454.12	8257.41	9052.09
RO32	12715.34	12650.53	13376.44	14234.56	15316.51	17868.68	20037.84	22693.1	24918.15
RO41	3547.31	3313.95	3388.89	3652.86	3571.53	4019.91	4711.39	5596.05	6189.64
RO42	4181.08	4485.01	4654.13	4937.87	5329.85	6181.16	7144.35	7651.16	8398.86
ROZZ	88.49	63.82	86.9	81.15	91.42	99.26	108.26	112.76	110.83
SE11	52196.5	58857.78	61248.57	60888.17	62409.58	65118.76	67226.6	67073.78	67926.74
SE12	30702.67	30114.66	31374.21	31010.83	31445.02	32500.71	33515.27	33395.3	33385.84
SE21	15181.29	15992.58	16435.53	16284.55	16458.87	17020.88	17482.02	17219.03	17126.67
SE22	24909.85	27222.8	28188.64	27787.88	28160.05	29206.35	29996.58	29483.93	29688.17
SE23	35701.12	39708.3	41189.04	40646.92	41357.89	42986.72	44454.24	44306.76	44575.46
SE31	14771.87	15205.48	15586.55	15231.41	15251.08	15655.04	16044.77	15765.67	15665.17
SE32	6486.19	6898.47	7079.23	6938.07	6935.8	7109.38	7267.59	7140.95	7098.24
SE33	9262	10189.45	10613.65	10415.89	10378.47	10609.47	10768.23	10649.23	10622.62
SEZZ	90.37	78.81	81.26	77.6	74.62	76.78	78.15	58	56
SI03	8096.59	7887.86	7703.81	7849.72	8102.28	8496.45	9056.4	9649.31	10431.29
SI04	10825.32	10599.02	10369.61	10558.27	10833.09	11469.55	12189.63	13169.39	14151.33
SK01	7653.68	7940.44	7969.77	8258.53	8750.62	9250.91	10036.55	10773.16	11439.94
SK02	7897.4	8055.14	8167.61	8568.57	9156.87	9611.45	10359.56	11293.96	12176.91
SK03	5259.13	5354.35	5653.18	5888.11	6286.24	6602.84	7087.61	7765.12	8401.03
SK04	5258.98	5502.44	5608.87	5847.24	6178.01	6461.96	6942.43	7502.42	8200.5
