NUTS,NAME_LATN,geometry
AL02,Qender,"list(list(c(19.90835, 20.23617, 20.42132, 20.50166, 20.59775, 20.58372, 20.40902, 20.43314, 20.29654, 19.877, 19.85641, 19.67743, 19.44248, 19.5178, 19.60456, 19.63416, 19.70739, 19.85654, 19.90835, 41.51193, 41.34849, 41.38201, 41.31715, 41.09203, 41.03867, 40.96395, 40.76511, 40.72684, 40.86843, 40.87538, 41.05488, 41.00053, 41.26866, 41.28554, 41.42077, 41.41505, 41.45144, 41.51193)))"
AL03,Jug,"list(list(c(20.9802, 21.05607, 20.7785, 20.61288, 20.44895, 20.35563, 20.39131, 20.30235, 20.30107, 20.22739, 20.00881, 19.98615, 19.8732, 19.3925, 19.4674, 19.31875, 19.44248, 19.67743, 19.85641, 19.877, 20.29654, 20.43314, 20.40902, 20.58372, 20.59775, 20.66786, 20.73693, 20.83782, 20.9802, 40.85566, 40.6167, 40.34879, 40.07965, 40.05915, 39.98105, 39.78848, 39.81274, 39.72937, 39.6639, 39.69129, 39.85857, 40.01074, 40.31331, 40.43409, 40.64498, 41.00053, 41.05488, 40.87538, 40.86843, 40.72684, 
40.76511, 40.96395, 41.03867, 41.09203, 41.06878, 40.93084, 40.92768, 40.85566)))"
AT11,Burgenland,"list(list(c(17.06674, 17.1608, 17.0334, 16.80213, 16.59929, 16.42154, 16.6655, 16.64622, 16.43376, 16.48289, 16.4386, 16.30093, 16.11385, 15.99624, 16.1126, 16.03652, 16.17108, 16.27984, 16.37254, 16.32006, 16.39115, 16.48391, 16.58981, 16.84432, 16.98285, 17.06674, 48.11868, 48.00666, 47.71362, 47.69088, 47.74224, 47.6653, 47.59777, 47.4466, 47.35292, 47.10936, 47.01618, 46.99435, 46.86907, 46.8354, 46.99803, 47.35818, 47.42134, 47.45483, 47.64214, 47.75481, 47.88213, 47.93425, 47.91006, 48.05328, 
48.04275, 48.11868)))"
AT12,Niederösterreich,"list(list(c(15.75363, 16.29009, 16.55962, 16.88365, 16.94028, 16.94978, 16.85111, 16.9762, 17.06674, 16.98285, 16.84432, 16.58981, 16.48391, 16.39115, 16.32006, 16.37254, 16.27984, 16.17108, 16.09602, 15.84791, 15.72657, 15.37037, 15.21803, 15.0881, 14.78667, 14.73855, 14.74337, 14.53296, 14.48276, 14.52081, 14.76738, 14.96747, 14.96027, 14.86437, 14.69101, 14.76738, 14.94017, 15.02439, 15.54245, 15.75363, 48.85218, 48.73395, 48.80551, 48.70997, 48.61725, 48.53579, 48.43863, 48.17224, 48.11868, 48.04275, 
48.05328, 47.91006, 47.93425, 47.88213, 47.75481, 47.64214, 47.45483, 47.42134, 47.4985, 47.56847, 47.66731, 47.80928, 47.7941, 47.74082, 47.72786, 47.74743, 47.88766, 47.99348, 48.10564, 48.23735, 48.17851, 48.24736, 48.37648, 48.50854, 48.5843, 48.71054, 48.79089, 49.00163, 48.9077, 48.85218), c(16.18577, 16.57804, 16.52801, 16.41804, 16.21962, 16.18577, 48.1724, 48.14331, 48.25931, 48.30703, 48.24423, 48.1724)))"
AT13,Wien,"list(list(c(16.57804, 16.18577, 16.21962, 16.41804, 16.52801, 16.57804, 48.14331, 48.1724, 48.24423, 48.30703, 48.25931, 48.14331)))"
AT21,Kärnten,"list(list(c(12.65608, 13.07902, 13.35458, 13.66163, 13.78513, 13.94663, 14.17405, 14.40787, 14.76738, 14.84206, 15.00206, 14.99264, 15.06512, 14.89695, 14.76738, 14.67458, 14.56518, 14.4345, 13.71419, 13.50425, 12.73139, 12.69064, 12.73035, 12.93809, 12.65608, 47.0997, 47.03127, 47.0973, 47.04093, 46.94405, 46.94162, 47.06047, 46.99637, 47.03799, 47.04861, 46.93304, 46.80066, 46.65211, 46.60974, 46.50434, 46.45069, 46.37245, 46.44294, 46.5227, 46.5663, 46.63429, 46.65697, 46.7285, 46.80037, 47.0997
)))"
AT22,Steiermark,"list(list(c(15.84791, 16.09602, 16.17108, 16.03652, 16.1126, 15.99624, 16.015, 15.78642, 15.64999, 15.49787, 15.40198, 15.06512, 14.99264, 15.00206, 14.84206, 14.76738, 14.40787, 14.17405, 13.94663, 13.78513, 13.9187, 13.86437, 13.60684, 13.58558, 13.73434, 13.71344, 13.82789, 14.01066, 14.05484, 14.07384, 14.30188, 14.46177, 14.69542, 14.73855, 14.78667, 15.0881, 15.21803, 15.37037, 15.72657, 15.84791, 47.56847, 47.4985, 47.42134, 47.35818, 46.99803, 46.8354, 46.67256, 46.70747, 46.70576, 46.63123, 
46.65355, 46.65211, 46.80066, 46.93304, 47.04861, 47.03799, 46.99637, 47.06047, 46.94162, 46.94405, 47.15055, 47.25169, 47.2833, 47.47399, 47.4905, 47.66731, 47.72188, 47.70051, 47.66731, 47.62712, 47.611, 47.66731, 47.7584, 47.74743, 47.72786, 47.74082, 47.7941, 47.80928, 47.66731, 47.56847)))"
ES51,Cataluña,"list(list(c(1.44257, 1.46852, 1.7258, 1.73101, 1.91639, 1.9858, 2.03522, 2.14453, 2.23482, 2.29607, 2.34727, 2.55336, 2.71484, 2.88352, 3.1748, 3.20109, 3.28066, 3.1557, 3.12457, 3.1901, 3.20953, 2.80933, 2.77851, 2.70669, 2.29607, 2.08321, 1.64532, 0.97803, 0.90645, 0.72612, 0.83657, 0.60956, 0.51524, 0.26189, 0.17079, 0.25578, 0.22041, 0.26189, 0.38572, 0.33595, 0.41492, 0.36856, 0.57869, 0.72023, 0.75338, 0.73075, 0.70659, 0.74683, 0.71631, 0.66013, 0.67004, 0.71454, 0.85822, 0.90645, 1.32265, 
1.41059, 1.44257, 42.60367, 42.44399, 42.5044, 42.4924, 42.4539, 42.40026, 42.36207, 42.40026, 42.43181, 42.41463, 42.40026, 42.34244, 42.40026, 42.46067, 42.43537, 42.40026, 42.29342, 42.21932, 42.20087, 41.98489, 41.92084, 41.66826, 41.64881, 41.62148, 41.46523, 41.29406, 41.19562, 41.02959, 40.96783, 40.81225, 40.68398, 40.61347, 40.52292, 40.67732, 40.73284, 40.85458, 41.07143, 41.12347, 41.27884, 41.40743, 41.55028, 41.69608, 41.87796, 42.23248, 42.31917, 42.40026, 42.48684, 42.60056, 42.63238, 
42.69095, 42.80186, 42.8536, 42.82574, 42.81386, 42.71132, 42.63238, 42.60367)))"
ES52,Comunitat Valenciana,"list(list(c(0.17079, 0.26189, 0.51524, 0.26189, 0.00326, -0.18847, -0.32594, -0.20299, -0.03762, 0.1438, 0.19821, -0.05339, -0.49318, -0.76214, -1.02141, -0.9806, -1.07965, -1.00805, -1.02687, -0.94002, -0.92888, -0.95517, -1.12529, -1.21802, -1.19556, -1.50515, -1.49229, -1.31594, -1.21867, -1.20656, -1.14236, -0.97684, -0.87022, -0.79764, -0.84346, -0.62755, -0.53852, -0.40544, -0.31647, -0.2983, -0.35487, -0.1829, 0.05948, 0.17079, 40.73284, 40.67732, 40.52292, 40.2372, 39.94553, 39.72195, 39.41449, 
39.08117, 38.88641, 38.82888, 38.75757, 38.59338, 38.31878, 37.84701, 38.09118, 38.27296, 38.40122, 38.59338, 38.65551, 38.6974, 38.78384, 38.92409, 38.94007, 39.04907, 39.28228, 39.41801, 39.55638, 39.67136, 39.81643, 39.94553, 39.97186, 39.96797, 39.87549, 39.88108, 39.94553, 40.09007, 40.22953, 40.26119, 40.35132, 40.56568, 40.65655, 40.76751, 40.70413, 40.73284)), list(c(-1.16515, -1.31594, -1.38172, -1.44883, -1.2856, -1.15155, -1.16515, 40.01011, 40.01213, 40.03443, 40.14536, 40.17802, 40.08955, 
40.01011)))"
AT34,Vorarlberg,"list(list(c(10.14497, 9.91066, 9.84634, 9.60708, 9.62058, 9.53075, 9.66059, 9.55872, 9.96781, 9.99953, 10.11433, 10.1978, 10.17835, 10.21279, 10.11505, 10.14497, 46.85101, 46.93016, 47.01408, 47.06077, 47.15165, 47.27058, 47.40337, 47.54189, 47.54624, 47.48302, 47.37427, 47.36758, 47.27011, 47.15728, 46.93407, 46.85101)))"
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,"list(list(c(4.28308, 4.28883, 4.435, 4.48508, 4.38437, 4.28308, 50.81361, 50.8918, 50.89895, 50.7931, 50.75974, 50.81361)))"
BG31,Severozapaden,"list(list(c(22.99717, 23.40948, 23.63039, 24.11204, 24.32352, 24.48032, 24.65478, 25.29637, 25.21436, 25.19567, 25.18503, 25.23034, 25.14043, 25.0766, 24.97649, 24.8786, 25.01454, 25.0072, 24.74689, 24.53238, 24.38593, 24.17731, 24.14087, 23.9715, 23.56036, 23.41277, 23.1795, 23.00621, 22.74745, 22.66698, 22.51889, 22.37124, 22.41854, 22.53615, 22.61431, 22.67516, 22.96637, 23.02288, 22.89516, 22.85777, 22.99717, 43.80787, 43.84985, 43.79105, 43.69995, 43.69769, 43.75146, 43.72359, 43.65542, 43.61593, 
43.51169, 43.45235, 43.33862, 43.26683, 43.17778, 43.17756, 42.97776, 42.74802, 42.73762, 42.71316, 42.7846, 42.74995, 42.79473, 42.92312, 43.06225, 43.01374, 43.16052, 43.11498, 43.19288, 43.38661, 43.40275, 43.51169, 43.78835, 43.98463, 44.04551, 44.08022, 44.21566, 44.09829, 44.04173, 43.9753, 43.87577, 43.80787)))"
BG32,Severen tsentralen,"list(list(c(27.21393, 27.00189, 26.8266, 26.73044, 26.54213, 26.32915, 26.18898, 26.15251, 26.04877, 25.97529, 26.00459, 26.0909, 26.06743, 26.16741, 26.01853, 25.89485, 25.83749, 25.61496, 25.01454, 24.8786, 24.97649, 25.0766, 25.14043, 25.23034, 25.18503, 25.19567, 25.21436, 25.29637, 25.54454, 25.6722, 25.89485, 26.11864, 26.35818, 26.38182, 26.94905, 27.27134, 27.39457, 27.69541, 27.2581, 27.21393, 43.66628, 43.69687, 43.51169, 43.4101, 43.35567, 43.49928, 43.51739, 43.51169, 43.49545, 43.39576, 
43.31875, 43.2588, 43.06457, 42.95216, 42.81124, 42.78972, 42.77723, 42.78681, 42.74802, 42.97776, 43.17756, 43.17778, 43.26683, 43.33862, 43.45235, 43.51169, 43.61593, 43.65542, 43.64285, 43.68815, 43.80318, 43.96671, 44.03716, 44.03861, 44.13831, 44.12634, 44.02226, 43.98734, 43.77781, 43.66628)))"
BG33,Severoiztochen,"list(list(c(28.57888, 28.58319, 28.49339, 28.19246, 28.06018, 27.9413, 27.88262, 27.43586, 27.24927, 27.09443, 26.58999, 26.57773, 26.32112, 26.16741, 26.06743, 26.0909, 26.00459, 25.97529, 26.04877, 26.15251, 26.18898, 26.32915, 26.54213, 26.73044, 26.8266, 27.00189, 27.21393, 27.2581, 27.69541, 27.92016, 28.0123, 28.22234, 28.57888, 43.73874, 43.51169, 43.39857, 43.40675, 43.31644, 43.18508, 42.83841, 42.89554, 42.97578, 42.95391, 42.92012, 42.9857, 43.02811, 42.95216, 43.06457, 43.2588, 43.31875, 
43.39576, 43.49545, 43.51169, 43.51739, 43.49928, 43.35567, 43.4101, 43.51169, 43.69687, 43.66628, 43.77781, 43.98734, 43.98939, 43.84371, 43.76519, 43.73874)))"
BG34,Yugoiztochen,"list(list(c(26.57773, 26.58999, 27.09443, 27.24927, 27.43586, 27.88262, 27.86476, 27.71777, 27.67608, 27.51835, 27.69601, 28.03551, 27.96475, 27.55791, 27.46597, 27.39169, 27.27591, 27.05965, 26.98168, 26.94923, 26.86888, 26.56154, 26.53799, 26.47244, 26.19273, 26.10819, 25.89485, 25.7622, 25.59191, 25.34806, 25.09771, 25.14849, 25.16987, 25.03094, 25.01995, 25.0072, 25.01454, 25.61496, 25.83749, 25.89485, 26.01853, 26.16741, 26.32112, 26.57773, 42.9857, 42.92012, 42.95391, 42.97578, 42.89554, 42.83841, 
42.72294, 42.66992, 42.63238, 42.49032, 42.40026, 41.98308, 41.97959, 41.94479, 41.98489, 42.01729, 42.09047, 42.08834, 42.01729, 42.00021, 41.98489, 41.92627, 41.98489, 42.15318, 42.20813, 42.03289, 42.1184, 42.07024, 42.17986, 42.11438, 42.21932, 42.40026, 42.47643, 42.54163, 42.63238, 42.73762, 42.74802, 42.78681, 42.77723, 42.78972, 42.81124, 42.95216, 43.02811, 42.9857)))"
BG41,Yugozapaden,"list(list(c(23.00621, 23.1795, 23.41277, 23.56036, 23.9715, 24.14087, 24.17731, 24.38593, 24.37765, 24.42243, 24.45779, 24.42101, 24.23073, 23.96227, 24.02106, 23.96299, 23.83429, 23.77226, 23.79299, 23.79576, 24.07455, 24.05974, 24.02836, 23.62422, 22.92759, 22.96833, 22.99016, 22.9931, 22.99766, 22.8845, 22.86721, 22.51041, 22.44863, 22.36021, 22.47465, 22.52832, 22.46669, 22.46147, 22.44282, 22.51551, 22.7484, 23.00621, 43.19288, 43.11498, 43.16052, 43.01374, 43.06225, 42.92312, 42.79473, 42.74995, 
42.67638, 42.63238, 42.59764, 42.55306, 42.61282, 42.56077, 42.40026, 42.29845, 42.21932, 42.18119, 41.98489, 41.84458, 41.6727, 41.52211, 41.45651, 41.37573, 41.33854, 41.51984, 41.62148, 41.66826, 41.74064, 41.98489, 42.0222, 42.15516, 42.21932, 42.31116, 42.40026, 42.44205, 42.63238, 42.64849, 42.82546, 42.86854, 42.88979, 43.19288)))"
BG42,Yuzhen tsentralen,"list(list(c(25.0072, 25.01995, 25.03094, 25.16987, 25.14849, 25.09771, 25.34806, 25.59191, 25.7622, 25.89485, 26.10819, 26.19273, 26.47244, 26.53799, 26.56154, 26.53486, 26.36595, 26.35788, 26.08993, 26.10931, 26.13238, 26.17311, 26.16485, 26.10994, 25.94863, 25.90644, 25.2247, 25.17938, 24.90212, 24.78396, 24.51744, 24.05974, 24.07455, 23.79576, 23.79299, 23.77226, 23.83429, 23.96299, 24.02106, 23.96227, 24.23073, 24.42101, 24.45779, 24.42243, 24.37765, 24.38593, 24.53238, 24.74689, 25.0072, 42.73762, 
42.63238, 42.54163, 42.47643, 42.40026, 42.21932, 42.11438, 42.17986, 42.07024, 42.1184, 42.03289, 42.20813, 42.15318, 41.98489, 41.92627, 41.83789, 41.79866, 41.7111, 41.70755, 41.66826, 41.62148, 41.53889, 41.42436, 41.35655, 41.32034, 41.30757, 41.26463, 41.31019, 41.38199, 41.36019, 41.54968, 41.52211, 41.6727, 41.84458, 41.98489, 42.18119, 42.21932, 42.29845, 42.40026, 42.56077, 42.61282, 42.55306, 42.59764, 42.63238, 42.67638, 42.74995, 42.7846, 42.71316, 42.73762)))"
CH01,Région lémanique,"list(list(c(7.23702, 7.22146, 7.73615, 8.04045, 8.27302, 8.41041, 8.47767, 8.38472, 8.10931, 8.13705, 7.87714, 7.86408, 7.58243, 7.15381, 7.04489, 6.81706, 6.82106, 6.5013, 6.21955, 6.234, 5.95607, 6.12561, 6.14275, 6.064, 6.13811, 6.41006, 6.46001, 6.70049, 6.78005, 6.7845, 6.90947, 6.80417, 6.85874, 7.00296, 7.23702, 46.5538, 46.32921, 46.43013, 46.5532, 46.54155, 46.65302, 46.5276, 46.45216, 46.26351, 46.15368, 45.92695, 45.91675, 45.96837, 45.86263, 45.92241, 46.15744, 46.42715, 46.44921, 46.31188, 
46.19711, 46.1321, 46.31723, 46.37156, 46.41623, 46.55767, 46.75371, 46.85155, 46.91974, 46.85264, 46.7926, 46.7241, 46.62723, 46.51466, 46.45688, 46.5538)), list(c(6.9279, 7.00229, 7.03997, 7.05185, 7.07731, 7.04922, 6.9279, 46.95317, 46.98672, 46.97988, 46.97711, 46.90628, 46.88057, 46.95317)), list(c(7.02173, 6.95001, 6.87891, 6.94196, 7.02173, 46.82679, 46.78466, 46.82201, 46.8974, 46.82679)))"
LT02,Vidurio ir vakarų Lietuvos regionas,"list(list(c(25.82139, 25.89485, 26.04615, 26.36771, 26.63037, 26.52929, 26.73304, 26.74345, 26.40643, 25.76503, 25.69884, 25.70603, 25.33263, 25.19839, 25.19469, 24.82798, 24.65505, 24.61944, 24.42979, 24.40417, 24.6199, 24.58306, 24.77227, 24.49434, 24.41431, 24.51529, 24.94345, 24.82697, 24.83595, 24.78447, 24.62485, 24.41072, 24.188, 23.51465, 23.49605, 23.3215, 22.96496, 22.7921, 22.69326, 22.86458, 22.58897, 22.08031, 21.65107, 21.38048, 21.27351, 21.23494, 21.10345, 21.05762, 21.06424, 21.17886, 
21.27402, 21.5304, 21.97821, 22.11657, 22.63556, 22.85314, 22.92052, 23.0584, 23.26527, 23.74455, 24.1518, 24.53087, 24.67083, 24.88295, 25.11177, 25.64134, 25.82139, 56.05218, 56.00013, 55.94411, 55.71677, 55.68067, 55.37357, 55.31213, 55.2541, 55.21716, 55.26148, 55.22905, 55.06069, 55.04348, 55.09724, 55.2068, 55.37112, 55.51769, 55.45625, 55.3908, 55.27593, 55.05859, 54.98288, 54.88383, 54.69694, 54.53327, 54.43508, 54.41583, 54.23661, 54.14903, 53.99535, 54.00153, 53.90516, 53.9617, 53.95656, 
54.12556, 54.25333, 54.38668, 54.36336, 54.56596, 54.81782, 55.07025, 55.04155, 55.17998, 55.27911, 55.24565, 55.48302, 55.65676, 55.86396, 56.06914, 56.08296, 56.18528, 56.30004, 56.38514, 56.42652, 56.36817, 56.36817, 56.39914, 56.32189, 56.37284, 56.36342, 56.25335, 56.28115, 56.38887, 56.4268, 56.18965, 56.12613, 56.05218)))"
LU00,Luxembourg,"list(list(c(6.13766, 6.17872, 6.3651, 6.47496, 6.48241, 6.3651, 6.3651, 5.89339, 5.81812, 5.89372, 5.74632, 5.8994, 6.0249, 6.13766, 50.12995, 49.96212, 49.84974, 49.82127, 49.72055, 49.53951, 49.45957, 49.49694, 49.54631, 49.66488, 49.85359, 50.10304, 50.18278, 50.12995)))"
LV00,Latvija,"list(list(c(27.35158, 27.52817, 27.54724, 27.69078, 27.85296, 27.67543, 27.87285, 28.11369, 28.22267, 28.15456, 27.67699, 27.58719, 27.09836, 26.81562, 26.63037, 26.36771, 26.04615, 25.89485, 25.82139, 25.64134, 25.11177, 24.88295, 24.67083, 24.53087, 24.1518, 23.74455, 23.26527, 23.0584, 22.92052, 22.85314, 22.63556, 22.11657, 21.97821, 21.5304, 21.27402, 21.17886, 21.06424, 20.97666, 21.06137, 21.37142, 21.41132, 21.45152, 21.72721, 22.51706, 22.57462, 22.65584, 23.0584, 23.14689, 23.20708, 23.28498, 
23.59269, 23.93453, 24.1192, 24.34258, 24.40269, 24.35282, 24.83408, 25.04631, 25.3591, 25.89485, 26.02568, 26.29456, 26.52541, 26.91224, 27.35158, 57.51824, 57.52465, 57.42766, 57.37056, 57.26591, 56.85533, 56.85223, 56.56637, 56.28197, 56.16984, 55.93346, 55.79511, 55.84172, 55.69374, 55.68067, 55.71677, 55.94411, 56.00013, 56.05218, 56.12613, 56.18965, 56.4268, 56.38887, 56.28115, 56.25335, 56.36342, 56.37284, 56.32189, 56.39914, 56.36817, 56.36817, 56.42652, 56.38514, 56.30004, 56.18528, 56.08296, 
56.06914, 56.34057, 56.80722, 57.00918, 57.19793, 57.30905, 57.56752, 57.74159, 57.72925, 57.57725, 57.37463, 57.31626, 57.19793, 57.08065, 56.97571, 57.00637, 57.08629, 57.19793, 57.29873, 57.87656, 57.97278, 58.04015, 58.04579, 57.84994, 57.84298, 57.60186, 57.52624, 57.62084, 57.51824)))"
ME00,Crna Gora,"list(list(c(19.22407, 19.6706, 20.06394, 20.223, 20.32766, 20.35293, 20.06542, 20.09516, 20.0763, 19.831, 19.73492, 19.73314, 19.72706, 19.61679, 19.4715, 19.32247, 19.37806, 19.3758, 19.37253, 19.18254, 19.16061, 19.14456, 18.91887, 18.88833, 18.74263, 18.68378, 18.64257, 18.57694, 18.52521, 18.4381, 18.53344, 18.56633, 18.4675, 18.50299, 18.64633, 18.69375, 18.88934, 19.01102, 19.06247, 18.95913, 18.98461, 19.01375, 19.22407, 43.52754, 43.19395, 43.00682, 42.95037, 42.90485, 42.83338, 42.74236, 
42.63238, 42.55582, 42.46645, 42.63238, 42.63545, 42.63238, 42.57666, 42.40026, 42.21932, 42.08201, 41.98489, 41.84415, 41.94062, 41.98489, 42.01729, 42.21932, 42.24666, 42.2988, 42.40026, 42.40026, 42.40026, 42.42046, 42.5557, 42.63238, 42.65882, 42.80392, 42.97982, 43.05223, 43.24265, 43.34161, 43.27324, 43.30889, 43.45973, 43.51169, 43.53273, 43.52754)))"
MK00,Severna Makedonija,"list(list(c(22.36021, 22.44863, 22.51041, 22.86721, 22.8845, 22.99766, 22.9931, 22.99016, 22.96833, 22.92759, 22.87918, 22.77665, 22.72371, 22.39095, 22.33205, 22.21622, 21.92944, 21.78738, 20.9802, 20.83782, 20.73693, 20.66786, 20.59775, 20.50166, 20.54011, 20.47589, 20.55777, 20.54828, 20.53707, 20.52394, 20.56287, 20.59429, 20.74544, 20.74935, 20.76931, 21.09495, 21.2127, 21.44302, 21.46975, 21.58695, 22.25715, 22.36021, 42.31116, 42.21932, 42.15516, 42.0222, 41.98489, 41.74064, 41.66826, 41.62148, 
41.51984, 41.33854, 41.34065, 41.30795, 41.16115, 41.1345, 41.12027, 41.17046, 41.10035, 40.93113, 40.85566, 40.92768, 40.93084, 41.06878, 41.09203, 41.31715, 41.40407, 41.54348, 41.58187, 41.62148, 41.66826, 41.72305, 41.84614, 41.87733, 41.89125, 41.98489, 42.02601, 42.18674, 42.1107, 42.2349, 42.26988, 42.26282, 42.34941, 42.31116)))"
MT00,Malta,"list(list(c(14.56429, 14.5089, 14.37795, 14.33519, 14.32868, 14.37795, 14.56429, 35.8501, 35.81338, 35.84952, 35.88863, 35.97056, 35.97185, 35.8501)), list(c(14.32387, 14.26578, 14.17253, 14.16927, 14.2517, 14.32387, 36.05443, 36.00335, 36.0338, 36.07051, 36.08771, 36.05443)))"
NL11,Groningen,"list(list(c(6.87491, 6.92093, 7.07489, 7.09271, 7.20894, 7.21747, 7.20279, 7.1971, 7.09269, 6.9357, 6.81381, 6.47494, 6.31524, 6.17682, 6.2112, 6.27937, 6.1913, 6.30075, 6.75097, 6.87491, 53.40801, 53.33836, 53.29829, 53.25702, 53.24306, 53.20144, 53.11328, 52.98164, 52.8382, 52.99336, 53.07105, 53.18683, 53.09405, 53.15945, 53.20144, 53.31498, 53.41094, 53.39896, 53.46005, 53.40801)), list(c(6.68224, 6.61981, 6.54365, 6.61838, 6.68224, 53.5351, 53.49062, 53.53071, 53.5651, 53.5351)))"
EL42,Notio Aigaio,"list(list(c(27.88675, 27.74545, 27.7285, 27.88675, 28.15383, 28.22824, 28.07321, 27.88675, 35.95839, 35.92232, 36.14776, 36.32552, 36.42602, 36.40151, 36.07682, 35.95839)), list(c(27.90086, 27.80144, 27.75389, 27.81219, 27.90086, 36.59111, 36.55749, 36.65336, 36.66275, 36.59111)), list(c(27.40126, 27.31297, 27.27329, 27.27719, 27.37208, 27.40126, 36.44704, 36.39625, 36.42594, 36.4748, 36.49655, 36.44704)), list(c(27.17061, 27.09806, 27.00539, 27.07146, 27.28395, 27.36095, 27.17061, 36.80623, 36.75369, 
36.78331, 36.84988, 36.91859, 36.86106, 36.80623)), list(c(27.23254, 27.20116, 27.1031, 27.11214, 27.19928, 27.23254, 36.57417, 36.54378, 36.56603, 36.62042, 36.63259, 36.57417)), list(c(27.19286, 27.14641, 27.07916, 27.11805, 27.11038, 27.06099, 27.11888, 27.16277, 27.16518, 27.21064, 27.21817, 27.15135, 27.21963, 27.19286, 35.46008, 35.42059, 35.44191, 35.48125, 35.54619, 35.59815, 35.64546, 35.7305, 35.80502, 35.80833, 35.73196, 35.61322, 35.54297, 35.46008)), list(c(27.03611, 26.93894, 26.90193, 
26.98541, 27.05517, 27.03611, 36.95741, 36.92371, 36.97491, 37.02884, 37.00058, 36.95741)), list(c(27.04572, 26.96859, 26.88725, 26.98513, 27.04572, 37.44644, 37.41505, 37.4856, 37.51281, 37.44644)), list(c(27.00143, 26.96012, 26.9012, 26.91063, 26.97125, 27.00143, 36.70932, 36.6692, 36.71391, 36.77733, 36.79282, 36.70932)), list(c(26.98187, 26.87616, 26.82361, 26.90315, 26.98187, 35.40891, 35.32565, 35.35294, 35.43717, 35.40891)), list(c(26.77567, 26.67615, 26.72032, 26.81474, 26.77567, 37.24486, 
37.22132, 37.32808, 37.30454, 37.24486)), list(c(26.48087, 26.38858, 26.37926, 26.27658, 26.24664, 26.38204, 26.36723, 26.42532, 26.48087, 36.59267, 36.55177, 36.49881, 36.52057, 36.58653, 36.58438, 36.65827, 36.66496, 36.59267)), list(c(26.07837, 25.99156, 25.94118, 25.91106, 25.81443, 25.75684, 25.88851, 25.91037, 26.04048, 26.07837, 36.91975, 36.85037, 36.86902, 36.80583, 36.75799, 36.79072, 36.90466, 36.88814, 36.96749, 36.91975)), list(c(25.83768, 25.78679, 25.69335, 25.76226, 25.83768, 36.38151, 
36.32198, 36.36275, 36.43061, 36.38151)), list(c(25.54885, 25.44995, 25.38707, 25.35695, 25.37559, 25.52909, 25.59878, 25.54885, 36.95731, 36.91796, 36.98041, 37.06561, 37.10867, 37.20131, 37.11658, 36.95731)), list(c(25.49724, 25.43676, 25.40304, 25.44637, 25.49875, 25.49724, 36.35314, 36.31535, 36.34941, 36.45353, 36.41226, 36.35314)), list(c(25.44238, 25.40291, 25.30235, 25.30921, 25.40733, 25.44238, 37.45131, 37.41191, 37.43774, 37.49316, 37.49696, 37.45131)), list(c(25.40705, 25.35826, 25.25089, 
25.27012, 25.40705, 36.71343, 36.64146, 36.73119, 36.79101, 36.71343)), list(c(25.27697, 25.19509, 25.18529, 25.2571, 25.27697, 37.36901, 37.32168, 37.42043, 37.46294, 37.36901)), list(c(25.26611, 25.1676, 25.04222, 25.1676, 25.24883, 25.26611, 37.05609, 36.97773, 37.00303, 37.12706, 37.11667, 37.05609)), list(c(25.22623, 25.16852, 24.99665, 25.03312, 25.23143, 25.22623, 37.53725, 37.52911, 37.6582, 37.67657, 37.62146, 37.53725)), list(c(25.17612, 25.11586, 25.05505, 25.06766, 25.16722, 25.17612, 
36.67547, 36.62274, 36.66058, 36.70678, 36.72642, 36.67547)), list(c(24.98086, 24.9379, 24.8146, 24.71316, 24.72296, 24.93671, 24.97442, 24.98086, 37.75074, 37.7157, 37.81852, 37.89238, 37.96973, 37.89044, 37.81852, 37.75074)), list(c(24.97311, 24.89393, 24.86141, 24.93681, 24.97311, 36.57288, 36.55795, 36.62037, 36.68421, 36.57288)), list(c(24.94608, 24.88041, 24.86832, 24.88447, 24.94281, 24.94608, 37.38596, 37.36822, 37.42941, 37.51068, 37.48498, 37.38596)), list(c(24.77543, 24.71362, 24.64696, 
24.69613, 24.77543, 36.94591, 36.9059, 36.98285, 37.03655, 36.94591)), list(c(24.66314, 24.65671, 24.50688, 24.55839, 24.66314, 36.78026, 36.74262, 36.79591, 36.85576, 36.78026)), list(c(24.54814, 24.49452, 24.42991, 24.46728, 24.53364, 24.54814, 37.1377, 37.10936, 37.14363, 37.21379, 37.20023, 37.1377)), list(c(24.54381, 24.4717, 24.32155, 24.34393, 24.4132, 24.51558, 24.54381, 36.70307, 36.66071, 36.66266, 36.74163, 36.76606, 36.76277, 36.70307)), list(c(24.42806, 24.37874, 24.36695, 24.40766, 
24.46666, 24.42806, 37.33609, 37.32631, 37.42039, 37.46294, 37.40713, 37.33609)), list(c(24.41587, 24.29199, 24.25938, 24.292, 24.34891, 24.41587, 37.65774, 37.51784, 37.58117, 37.6616, 37.69211, 37.65774)))"
